,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
2130657,1,One Star,To small a face for old eyes.,[],B000GAWSDG,B09TXZHKLG,AGPSLG4SOWBUMH2YNSUZYFYZMUAQ,2018-03-16 17:34:07.607,0,True
2130828,5,Did the Job!!!!,Great watch for purposes like reffing did its job and more. The watch is very light the it very adjustable I would always recommend it.,[],B000GAWSDG,B09TXZHKLG,AG3DVH2LQVWCYFGKIOCIXST7JOCQ,2019-11-05 21:25:30.282,0,True
2131147,5,Small and useful,I use this watch for almost everything and it just works and looks great. It is very comfortable and light. Great little throwback watch.,[],B000GAWSDG,B09TXZHKLG,AF4MANKQJRUOVMAMUZFL5WBTR6PA,2020-02-12 16:53:07.459,0,True
2132430,5,Great Watch,Does the simple things it was designed to do well. Weighs almost nothing (I have to look at my wrist to see if it's there). Strap is great for thin wrists,[],B000GAWSDG,B09TXZHKLG,AGNU2X5EGALJPPFZUZPEQXBHQMPQ,2019-09-20 18:18:54.576,0,True
2132535,2,No delivery,Once it was delivered its fine,[],B000GAWSDG,B09TXZHKLG,AEYMEXCCT2F7DBP5DZN54XXGKV2Q,2015-01-06 02:45:53.000,0,True
2132539,1,I do not like,"It is too smal. Not look like on picture. Like a toy. When I aske for return, respond me late.",[],B01MZF6LL2,B09TXZHKLG,AGNHUFVLM3KN5XDUMURAFUM37W2Q,2018-12-14 03:42:11.414,0,True
2132589,5,Nice simple watch,Clear display. Easy to use.,[],B000GAWSDG,B09TXZHKLG,AECV55IHCVJ3LRQTP6L6EICMVRKQ,2020-03-16 15:37:05.381,0,True
2132599,4,"~7.25"" = max wrist size","I've had it on for less than an hour, so I'll edit my review after it's gotten some real usage, but for those concerned about the band size:<br />The user guide says not to wear it too tight; you should be able to slide one finger underneath the band while it's on your wrist.<br /><br />It fits my ~6 inch wrist just fine.<br /><br />For the benefit of others looking into this watch, I loosened it and fastened the buckle in the last hole and slid it up my forearm until it fit, but while I was still able to fit a finger underneath the band and my arm.<br /><br />You should probably never buy a watch that only fits using the last hole. With this watch, the loop that holds the end of the band in place can't even cover the band end when loosened to this degree.<br /><br />The largest wrist this could *accommodate* would be 7.5&#34; in diameter.<br /><br />The largest wrist this could fit comfortably on would be below 7.25&#34;",[],B01MZF6LL2,B09TXZHKLG,AFLSXTFSS4EQX3EYGI2Z4QRLHZIA,2018-04-19 20:43:00.613,18,True
2132666,2,Two Stars,It is not the size as on the picture. This watch is for teenagers with small wrist.,[],B000GAWSDG,B09TXZHKLG,AGIOKXHMZLZHGVUD5BLNQ7TG23PQ,2015-05-06 05:35:11.000,0,True
2132710,5,I replaced my Apple Watch with this.,"I absolutely loved the watch right out of the box. Its simple, easy to use, no charging everynight, and I don't have to worry about being tracked by a company trying to profit from my information. Just a simple watch that tells the time, wakes me up, and is just as comfortable as my Apple Watch. I have big wrists and still have 2 notches left.",[],B000GAWSDG,B09TXZHKLG,AGPTRS5PCKTKVKRD5KN7XOJ7N6WA,2022-02-24 20:44:10.309,0,True
2132791,5,"Classy, in a $10 sorta way","The Casio Fox 91 Whiskey (F91W) is a classic that makes a statement: &#34;You don't have a whole lot of money, but you do have a whole lot of class.&#34;<br />The F91W is extremely easy to operate, even for those who can't program the time on a VCR.<br />It's versatile. One time zone. An alarm. Stop watch with laps. It does it all!<br />Water resistance? You bet your bottom dollar! Swim with it. Shower with it. Pretty soon the F91W will be your new best friend!<br />When someone sees this on your wrist they'll know that you love the classic futuristic look of the past and you're not afraid to show it!<br />The F91W will always keep you on time. In one time zone.",[],B000GAWSDG,B09TXZHKLG,AH5Q7B435A6RX27FRWMDMNJOTVPA,2018-04-18 03:42:20.692,1,True
2132798,4,Exactly what I expected!,"It's exactly what I expected, a late 80's digital watch. Would have given 5 stars, but the alarm isn't loud enough to hear when you're awake, forget it when you're asleep!",[],B000GAWSDG,B09TXZHKLG,AGTIDLDEV6KWYM62LNGXK7KRYSBQ,2018-11-27 19:20:50.426,0,True
2132843,5,Love this thing,Batter goes on forever. It's a great little watch.,[],B01N7XKNSX,B09TXZHKLG,AF4FXHY5ZBTPHRSKHOAJAXR6PFRA,2023-05-28 13:10:37.265,0,True
2132907,5,Perfect for daily use,"This watch impresses me. Every now and then I will come across a design that has no conceivable room for improvement. This is typically reserved for things like nail clippers or disposable lighters.<br /><br />Why this watch is so great:<br />7(!) year battery<br />stopwatch (1 hour max)<br />12/24 hour time<br />tough: strap is comfortable and the pins are strong, the crystal is easily scratched, but the scratches don't reduce the readability.<br />day of the week / day of the month<br />keeps time very well<br />backlight<br /><br />Somehow this watch sells for &#60;$15, which not only makes it unattractive to anyone who would want to steal it, but makes its potential loss only the most minor of tragedies, which in its own way is a great feature. I have seen watches with identical interfaces but made by companies that aren't Casio. The imitators just do not have the battery life or the understated elegance of this beauty. I don't swim very frequently and I never go diving, but it holds up great in the shower.",[],B000GAWSDG,B09TXZHKLG,AG5RBE4PZVVX5656D3L46KNMXR5Q,2013-04-24 17:09:30.000,2,True
2133419,2,Every single F91 I received from Amazon was flawed,"The F91W is a great watch, but I'd recommend finding a different source than Amazon for them if you want the best F91 you can get. I went through 3 watches from amazon, every single one had varying degrees of noticeable bubbling in the crystal. My f91 purchased in a local watch store and one I purchased directly from Casio did not have these issues at all. The watches still function, they're authentic and keep good time. If you don't care about finish flaws and just need a functional watch, definitely snag one here for the cheap price.",[],B000GAWSDG,B09TXZHKLG,AFLCSJU6EV2S6PPDN3SQUQJIYJCQ,2022-01-31 22:41:05.028,0,True
2133607,5,Excellent basic watch,"This is an excellent basic digital watch with easy to use stopwatch and alarm features.  It is great for running swimming and other active sports, and the flat design prevents it from getting caught on clothing or other items.  As a field engineer I used this model for years, and while they might get scratched up climbing through industrial boilers, coal pulverizers,etc. they always seemed to keep working.",[],B000GAWSDG,B09TXZHKLG,AGYP2NWZ7EKTTRKHC3KSISP2TZ3A,2009-09-13 14:45:42.000,0,True
2133614,5,Great reliable watch the Toyota of watches,Looks good old school Casio I remember grandfather one of these and it lasted him about 12 years so I tried it out I love it thank you,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71fnXExsRlL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71fnXExsRlL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71fnXExsRlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71row6+t7kL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71row6+t7kL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71row6+t7kL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B086RP8GK8,B09TXZHKLG,AFGY32AJQSRDDCG4HCCQQ4RHZSVA,2020-08-22 15:53:48.085,10,True
2134059,5,A Timeless Classic 💎,"Wanted a watch that can withstand everyday obstacles this watch fits that description. My only complaint is the strap but replacing that cost more than the watch itself, might replace it for a nato strap in the near future.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61vOzmlJtaL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61vOzmlJtaL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61vOzmlJtaL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07C9F8XLL,B09TXZHKLG,AGJALCQXPOCWOSWZY2RAEM5JUJFA,2023-04-24 03:24:25.968,1,True
2134587,3,Three Stars,"It's ugly, but it will get the job done.",[],B000GAWSDG,B09TXZHKLG,AG3HVB6IG5KIJRNNT4VDOW6GNTDQ,2014-08-07 20:32:04.000,0,True
2134831,3,Three Stars,The watch works fine but the band was too short to go around my average man sized wrist.,[],B000GAWSDG,B09TXZHKLG,AHC52ZTOW2SVNIQ3IJYNOR5NMAPQ,2016-08-15 17:39:40.000,0,True
2134877,5,Simplicity,This watch was purchased based on everyday usage to paddling.  User friendly and forget its even on my wrist.  Great active wear.  Depending on your requirements of course.  Can't go wrong with a 1983 classic.  The light is as it was in 83 BTW lol.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/715cc+Uk4qL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/715cc+Uk4qL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/715cc+Uk4qL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71ozd5Jxf5L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71ozd5Jxf5L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71ozd5Jxf5L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B000GAWSDG,B09TXZHKLG,AGYNBPFIGNMZCEST7P5XCRMK6VRQ,2022-12-14 18:36:33.570,1,True
2135376,5,Love this watch,"Love this watch. I'm on my third or fourth. They last a while. Comfortable enough I never take mine off. If I could give it 6 stars I would.<br /><br />Edit: After two years this watch gave up the ghost- the wrist band broke. Were I the sentimental type, I'd take repair the band and it'd keep trucking. Instead I bought a new one because it's cheaper and easier to do so.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/715rrfd+HML._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/715rrfd+HML._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/715rrfd+HML.jpg', 'attachment_type': 'IMAGE'}]",B000GAWSDG,B09TXZHKLG,AFIPFI3LC22KBUUAKXAMPICLJBLA,2015-09-16 02:53:32.000,0,True
2135401,5,Fantastic Little Watch.,I love this watch. It’s made for small teeny tiny wrists and it actually fits me. The resin band is a little tough at first but once you get it more malleable it’s pretty awesome.,[],B000GAWSDG,B09TXZHKLG,AELXBCBRMLOIJTXVA7K4PHXOIGHQ,2020-02-14 19:25:28.482,0,True
2135402,3,Classic,It look Great. A simple but effective look.,[],B01MZF6LL2,B09TXZHKLG,AF533GKMWDWGH4R4IREOSPKX5L6Q,2018-11-12 21:43:04.090,0,True
2135647,4,Simple and useful,"It's a simple, yet useful watch. The built in light is a bit dim though, wish it was brighter, but other than that it's a good watch.",[],B000GAWSDG,B09TXZHKLG,AHJNIUTFAESGLVIPCU3YOH4VYSGA,2020-07-18 19:49:56.940,0,True
2135797,5,A peice of time,Nice but a little small for my wrist.. gave it to my niece,[],B07BQXXNQY,B09TXZHKLG,AEVLR5Z6LJEQ7VDC4BWK62I6CVSQ,2020-10-13 02:07:10.645,0,True
2136272,1,This is not for a regular size man or larger ...,This is not for a regular size man or larger ... more for a kid or woman ... does not have a large band.,[],B000GAWSDG,B09TXZHKLG,AHGKERFG7NSNRMO7QWKN6AUFB33A,2017-01-11 19:05:42.000,1,True
2136670,5,Handy watch,Very good watch came in handy especially since I needed one for work. It's a casual watch and its adjustable so its good to have it,[],B000GAWSDG,B09TXZHKLG,AEM3WO6THJ7EBQDU2SCT4QX3AZIQ,2015-04-09 18:54:11.000,0,True
2136741,5,Save money,Good cheap watch,[],B000GAWSDG,B09TXZHKLG,AELRVQ5QGBKKUFV3LQFTTA4DTYBA,2020-01-11 03:13:07.232,0,True
2136785,5,Excellent would buy again.,Very sporty .,[],B000GAWSDG,B09TXZHKLG,AEA4DFUK6VDFWVJJENEMPCHR4PHQ,2023-06-09 15:38:22.693,0,True
2136786,5,Excellent would buy again.,Very sporty .,[],B000GAWSDG,B09TXZHKLG,AEA4DFUK6VDFWVJJENEMPCHR4PHQ,2023-06-09 15:38:22.693,0,True
2136839,5,Excellent,Classic watch.very nice Casio watch👍👍👍👍👍,[],B000GAWSDG,B09TXZHKLG,AFL7PJRO54BJNZULYF7FA57MR7AQ,2021-04-11 22:07:36.691,0,True
2136849,4,Cheap.  Effective. Useless light.,Nice piece considering the price point. I bought it based on its pop culture history. 5 stars if the light was anything useful.,[],B000GAWSDG,B09TXZHKLG,AGFUCZPGJU2BX4QXNFSRXVYB5K5A,2022-04-16 22:05:36.842,0,True
2136885,1,Filled with Water,"I wanted to love it, but it got filled with water within a month. I was careful never to press the buttons while in water. I wanted to return it but it had a short return window so it's just trash now.",[],B000GAWSDG,B09TXZHKLG,AET73J62RCK4S7V55SU2QWRFMCLQ,2017-08-16 15:35:15.104,0,True
2137182,4,"good, simple watch","My first one just broke, I'm going to buy another one. I wear/wore this while surfing and playing soccer. It just broke two days ago while surfing. Apparently &#34;water resistant&#34; wasn't good enough for the past week's swell or I wasn't a good enough surfer.<br /><br />Still, I like the watch. It's light, fairly durable, does what I need it to do.",[],B000GAWSDG,B09TXZHKLG,AEWUCIBM2Z4EZXLRVSGX5FCTNYRA,2018-05-20 00:28:18.345,0,True
2137305,5,"Unparalled, classic watch, but the free loop (keeper) always breaks on me","For the past 6 years, I've only worn this classic style of Casio watch. It is dependable; matches everything minus formal wear; and it's low cost. I love these watches. My only issue is that the free loop or keeper ring is always the first piece to break. The watch itself lasts forever, but that little piece of the band always wears out and rips. I currently have a piece of duct tape fixed on there to keep the watch strap secured, but I really wish that piece were more sturdy.",[],B000GAWSDG,B09TXZHKLG,AHVVX57HXYHCVSD6FY36ZOUA26WA,2019-04-03 22:49:32.823,0,True
2137372,4,Classic,It is a classic Casio. The band will probably not last very long. You can tell the plastic buckle and strap are.not that good. But the price was great. Under $10.,[],B000GAWSDG,B09TXZHKLG,AEDQON5D2KC4GLSK33QKAVUQXMCA,2016-09-28 10:20:17.000,0,True
2137421,5,Perfect travel watch: Does the one job very well!,Originally I bought this as a travel watch for Italy. Something cheap and easy to get dirty or wet.. upon returning home I haven’t taken it off. I own three now and it’s my international AND domestic watch. Does the job. That’s all I need. Safety of mind and keeping the time.,[],B000GAWSDG,B09TXZHKLG,AFI6HF4NHSIXVNZFE25PFLQ2SK4Q,2019-01-24 21:05:33.215,0,True
2137492,1,Don’t work,Won’t adjust,[],B01MZF6LL2,B09TXZHKLG,AGNDRORY7KZKD5M7B7XP4NBOQ3OA,2021-03-02 21:14:05.436,0,True
2137539,4,Four Stars,would preferred have month displayed  instead of stopwatch and alarms as in my old F-28W,[],B000GAWSDG,B09TXZHKLG,AFLEL2G3SS3CMLSTXM7CLQJE6Z5Q,2018-03-05 18:20:40.898,0,True
2137593,5,a great watch,this was a replace for an older casio watch I had with a broken strap. It is less expensive to buy a complete watch than to replace the strap. loved the original watch and love the new as well.,[],B000GAWSDG,B09TXZHKLG,AHEMTNYGQ4CMS5C54MI33IXJJQIQ,2014-06-23 19:50:56.000,0,True
2137757,1,Casio customer service USELESS.,"My watch died after 5 weeks. (OK, stuff happens.) The Amazon return window had closed. Called Casio to get a replacement.  Got total run-around and bad information and no useful support.  I strongly recommend avoiding Casio products.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71PusJr8okL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71PusJr8okL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71PusJr8okL.jpg', 'attachment_type': 'IMAGE'}]",B000GAWSDG,B09TXZHKLG,AF3LUD4GITK5WN5TDCS2RNBZVYSQ,2020-08-14 17:02:20.774,0,True
2137759,5,Best watch ive ever had!,"This is the best watch in the world! I take it everywhere. The pool, beach, desert, snow, and mountains. Durable as hell and always reliable. So small and lite that you will feel like your not even wearing it untill you look at your wrist and see it. This is gonna be my third time buying, my girlfriend wanted my first one and i just lost my second one, and i gotta say its amazing, but it suck when you dont have it on you.",[],B000GAWSDG,B09TXZHKLG,AH2KR3ID6IEMRPAMOIZRVHCE5SBQ,2019-02-05 07:22:08.774,0,True
2137815,5,Cheap & Reliable,"The cheapest yet ultra-reliable digital watch you can buy on the market. We're talking Casio here, it is reliable as time keeping device or as alarm/stopwatch.<br />Its retro-vintage look is also a plus for me. This watch is water resist (limited to rain or water splash only).<br />If terrorists wear this, that means F-91W is cheap & tough!",[],B000GAWSDG,B09TXZHKLG,AEDS76FPEYKWQMPV2CUCSW2UG52Q,2012-09-30 17:37:24.000,0,True
2138228,4,Four Stars,iconic watch,[],B000GAWSDG,B09TXZHKLG,AEOMJL2P3FBVH6BVAHKZG5TJBFMQ,2018-05-08 05:51:31.149,0,True
2138427,5,Great value,"I absolutely have to wear a watch. It is just something I have done for years. With that said, my watches get a lot of use. This one in particular has been my favorite affordable watch. Easy to operate and I enjoy the clear color, goes with everything",[],B086RNZX13,B09TXZHKLG,AGJXLXPJIX64HORGJ3GCEW7P2NRA,2022-07-15 23:48:12.444,0,True
2138936,5,Cheap.,Does the job.,[],B01MZF6LL2,B09TXZHKLG,AGCN3SSYCBQLI7MDQBDLT6Y74NCQ,2019-12-27 20:09:59.506,0,True
2139659,5,My favorite watch,Very durable. Wear when working and it never fails. Only replace when band cracks!,[],B000GAWSDG,B09TXZHKLG,AGO4FIVBPBHUYZL2EKLIX73BFWNQ,2021-02-20 23:01:04.488,0,True
2139796,5,"Reliable, Affordable, Accurate","Nothing beats the F-91W when it comes to a cheap watch that does everything it needs to:  wears extremely comfortably, is durable and water resistant (should be able to shower and go swimming without worry), tells accurate time for a quartz movement, and looks cool and retro.  Photos show strap swapped out for standard black, but the original jelly ones are cool too.","[{'small_image_url': 'https://m.media-amazon.com/images/I/51haLta8luL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51haLta8luL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51haLta8luL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61lJCKJ24cL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61lJCKJ24cL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61lJCKJ24cL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B086RQHJQM,B09TXZHKLG,AGXC3KTX6JJNK6R5ZG6ZVJMH3S4A,2022-01-23 04:05:44.274,0,True
2139797,5,"Affordable, Reliable, Classic","A nice little digital watch that has the time and date, stopwatch up to one hour, and a daily alarm.  The classic two tone of black and gold makes it look very stylish and classic without being overly flashy.  Would highly recommend to anyone looking for an everyday watch that does it's job well without any nonsense.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81AjkvgJpuL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81AjkvgJpuL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81AjkvgJpuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81N4fJMSHNL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81N4fJMSHNL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81N4fJMSHNL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81yb3zkysJL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81yb3zkysJL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81yb3zkysJL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91pCKPocnhL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91pCKPocnhL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91pCKPocnhL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91pEOtWS86L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91pEOtWS86L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91pEOtWS86L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B01MZF6LL2,B09TXZHKLG,AGXC3KTX6JJNK6R5ZG6ZVJMH3S4A,2021-06-18 20:17:26.274,3,True
2140664,5,Five Stars,Great watch,[],B000GAWSDG,B09TXZHKLG,AEGXTQPGJRVB77LPGJ36DRBZ7RYA,2018-04-04 16:22:38.704,0,True
2140989,5,Undisputable Casio quality,Great product. Unbelievable fast shipment. Wont think it twice about recommending the brand or this seller.,[],B000GAWSDG,B09TXZHKLG,AEK2KK5PXJNLQWIHHEXNTEJURYFQ,2018-10-25 02:10:19.125,0,True
2141356,5,keeps excellent time',The watch keeps excellent time.,[],B000GAWSDG,B09TXZHKLG,AHM5HRBGCCSCI5L7U2X5LKLBMZGA,2022-12-01 23:49:09.490,0,True
2141719,4,Band is too short,Band is extremely too short. It’s not a comfortable fit bc you can’t have it too loose for going toward the end and you can’t have it tight bc it’s very uncomfortable.<br /><br />Love the clear pink look. Got compliments at the doctors office.,[],B086RQHJQM,B09TXZHKLG,AGUMHWG6G6OSK5PBP6VG3JJ7QYXA,2021-11-28 11:32:44.192,0,True
2141761,4,Great day to day watch option,"Dope day to day watch. I wear it to sleep, to the gym and in the shower. It's a great active watch that flexes with you (the silver Casio jabs my skin at times). Fast shipping worth the $",[],B01MZF6LL2,B09TXZHKLG,AGFDELCDWED7DLL5BO72TVGVN7CQ,2018-08-21 08:17:20.108,0,True
2141804,5,"Cheap, does it all","Best watch ever. If it breaks I'll just get another one, or four.",[],B000GAWSDG,B09TXZHKLG,AEYAWARP7AWZVOZL3JX7YGNEVDDA,2016-05-05 00:11:33.000,0,True
2141821,5,Five Stars,Great watch!!!,[],B000GAWSDG,B09TXZHKLG,AFYWFKONN7GHLPNL4M5GGCSOPJ4Q,2017-08-07 00:07:32.649,0,True
2142001,5,Reminds me of a watch I wore as a kid,"Really like it, rose gold tone and transparent rose band it's smaller in size. It's a lot of steps for setting it up and definitely need the guide step by step for all of it so don't lose it. It's simple and good for the price.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61ftERwcKSL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61ftERwcKSL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61ftERwcKSL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61jKOCy2skL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61jKOCy2skL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61jKOCy2skL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B086RQHJQM,B09TXZHKLG,AGYRK7WYTT5E6RX73DWDWBV4I7UA,2023-05-15 02:11:13.060,0,True
2142049,5,Great watch,We bought 3 of them  !!  Lol!  My husband and sons love them!!!,[],B000GAWSDG,B09TXZHKLG,AHHP74E7IXOZD6PDC3VUXA5TU7YQ,2017-11-15 22:19:31.693,0,True
2142092,2,Casio F91W-1 Classic Resin Strap Digital Sport Watch,"Apears to have some radio circuit or diode in it, or a hardware or programed inconsistency.  Time has changed by an hour with no buttons pushed.",[],B000GAWSDG,B09TXZHKLG,AHACTXUBC2XPR5GMAJ33XCYHZCLQ,2021-03-16 23:05:14.223,0,True
2142202,5,The best for the price,Is the second time that I bought this product and is really good :),[],B000GAWSDG,B09TXZHKLG,AGIT72ROJ5AJLXNJJLQVGTQJ5RXA,2020-08-13 18:47:40.595,0,False
2142248,5,Great Watch!,Great fit for work! Would buy it again.,[],B01MZF6LL2,B09TXZHKLG,AEEWZLKSXWTTOKKNNVEZ3O2NMG3A,2019-09-20 03:46:39.984,0,True
2142286,5,Perfect,Exactly as described. I spotted this at Target and found it on Amazon for $5 cheaper. Classic and good quality. My Casio watches always hold up better than the more expensive brands. FYI I know this is a mens watch but I am wearing it and looks great on me (a woman.),"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71kMPi5l65L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71kMPi5l65L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71kMPi5l65L.jpg', 'attachment_type': 'IMAGE'}]",B01MZF6LL2,B09TXZHKLG,AE4JXUCGROIUPJBL6PHGRR7EAZHA,2019-01-18 19:11:40.375,0,True
2142416,5,I've been having this watch for a while and since ...,I've been having this watch for a while and since i bought it the battery is still going and it hasn't failed me yet.,[],B000GAWSDG,B09TXZHKLG,AF4DKESODYQAX3ROBQRVMS2L2KOA,2017-04-25 20:07:43.000,0,True
2142487,5,Practical and dependable,"My 26 year old son who travels globally wanted a watch that was sturdy and basic.  This fit his needs precisely.  He had one exactly like it that he purchased in Laos 4 years ago which lasted until now and I was happy to find an exact replacement.  He was pleased to receive the exact same one!  It has been all over the world, had the time changed on it countless times, been worn in all kinds of weather and remains in perfect working condition.  You can't beat it for the price.",[],B000GAWSDG,B09TXZHKLG,AH2DOJHO32TOHFSSJIMPKO5A42TA,2011-01-15 14:36:36.000,0,False
2142647,5,Casio 4 life,Amazing watches at an amazing price point. What’s not to love about it,[],B01MZF6LL2,B09TXZHKLG,AFDNNLACSPTEJF2JH2ZLDERSOYHQ,2019-12-12 05:59:59.724,0,True
2142648,5,Best watch!,"These are the only watches I buy. Don't believe the ""water resistant-"" I wear these for hours in the pool on the regular and it has never given me issues. It's nothing fancy, but it does exactly what it needs to. The light works well enough, though sometimes is dim or a little hard to press. They won't last forever, but for 12 dollars you'll get maybe 2 years until the strap breaks (usually because of specific wear, so you can make a point to be gentle with them!) These never disappoint.",[],B000GAWSDG,B09TXZHKLG,AHM3E4P4TMQUAXN3BP6CXF7Y3KYQ,2022-09-18 01:54:29.897,1,True
2142744,5,GREAT WATCH!,"I love this watch sooooooo soooooo sooooooo so, much. It has a light, stopwatch, time, alarm, and duel time! I totally recommend buying this!",[],B000GAWSDG,B09TXZHKLG,AF3BWPXRW3FDBFSRC5ZOV6JH7LGQ,2018-11-14 22:52:59.300,0,True
2142806,1,TOO SMALL,"WAYY TO SMALL, THEY SENT A CHILDS WATCH, REFUND ME",[],B01MZF6LL2,B09TXZHKLG,AEDM47EU2VTNYZJP6C3WG7SWSWYA,2021-11-22 00:48:43.955,0,True
2142862,5,BEST WATCH HANDS DOWN,Seriously the best watch ever. Mine has been going strong for 5 years now. The only reason I’m replacing is because the band is starting to rip apart. I started used this watch during my clinicals as a nursing student and it’s still my work watch as an RN. It can seriously survive anything!,[],B000GAWSDG,B09TXZHKLG,AF6U74K2MA7KXAMWA23L4ZLR3BTQ,2020-08-27 04:00:24.373,0,False
2142906,5,Five Stars,"works great! I'm happy I can finally have a digital, working watch that I can use at work!",[],B000GAWSDG,B09TXZHKLG,AFYTNJBYERED2TFNC6WLZDKOKOEQ,2015-10-21 17:43:30.000,0,True
2143242,5,Great,Love this watch,[],B000GAWSDG,B09TXZHKLG,AG2DFKWZNWREQJZV4NVHGOBCC63Q,2019-07-19 07:16:02.905,0,True
2144103,3,OK watch with a laughably small watch band,I don't know what all the hype is about with this watch. It doesn't look bad. It has all the basic features I need in a watch. The layout is nice and simple. It definitely looks retro (probably because it is). My only gripe is the ridiculously small stock band. Its tiny. Barely goes around my wrist (which isn't big). Too slim. This would fit my five year old. The built in light sucks BUT its better than my G Shock. Would I recommend? Sure. For ten bucks it is what it is. Will I buy a different band for it? Probably not. For a couple bucks I can try another Casio watch. Maybe the Illuminator?,[],B000GAWSDG,B09TXZHKLG,AEG5GBJDO3PVNVJD4U56P6BFDOOA,2019-07-10 23:08:09.950,0,True
2144110,5,great watch for little money,"Vintage look, great watch for little money.",[],B000GAWSDG,B09TXZHKLG,AGBXLL4QDHUQE5RLWCGC5MHKVYLA,2015-10-11 00:04:49.000,0,True
